accession,collection_date,isolation_source,isolation_taxa,city,county,state,FIPS,region_name,district_name,latitude,longitude,data_source
KX547451,22-Aug-06,bird,Corvus brachyrhynchos,,Monroe,New York,36055,Northeast,Middle Atlantic,,,PRJNA262930
KX547387,22-Aug-06,mosquito,Aedes ,,Chautauqua,New York,36013,Northeast,Middle Atlantic,,,PRJNA262930
KX547215,22-Aug-06,mosquito,Culex ,,Niagara,New York,36063,Northeast,Middle Atlantic,,,PRJNA262930
KX547270,23-Aug-06,bird,Corvus brachyrhynchos,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547243,23-Aug-06,bird,Corvus brachyrhynchos,,Lewis,New York,36049,Northeast,Middle Atlantic,,,PRJNA262930
KX547327,24-Aug-06,bird,Corvus brachyrhynchos,,Niagara,New York,36063,Northeast,Middle Atlantic,,,PRJNA262930
KX547567,26-Aug-06,bird,Corvus brachyrhynchos,,Cortland,New York,36023,Northeast,Middle Atlantic,,,PRJNA262930
KX547607,28-Aug-06,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547229,29-Aug-06,bird,Cyanocitta cristata,,Orleans,New York,36073,Northeast,Middle Atlantic,,,PRJNA262930
KX547400,30-Aug-06,bird,Passer domesticus,,Queens,New York,36081,Northeast,Middle Atlantic,,,PRJNA262930
KX547472,31-Aug-06,bird,Cyanocitta cristata,,Livingston,New York,36051,Northeast,Middle Atlantic,,,PRJNA262930
KX547433,31-Aug-06,bird,Zenaida macroura,,Richmond,New York,36085,Northeast,Middle Atlantic,,,PRJNA262930
KX547349,31-Aug-06,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547180,7-Sep-06,bird,Corvus brachyrhynchos,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547224,8-Sep-06,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547164,8-Sep-06,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547211,11-Sep-06,bird,Corvus brachyrhynchos,,Putnam,New York,36079,Northeast,Middle Atlantic,,,PRJNA262930
KX547502,13-Sep-06,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547553,16-Sep-06,bird,Cyanocitta cristata,,Jefferson,New York,36045,Northeast,Middle Atlantic,,,PRJNA262930
KX547546,19-Sep-06,bird,Corvus brachyrhynchos,,Otsego,New York,36077,Northeast,Middle Atlantic,,,PRJNA262930
KX547209,22-Oct-06,bird,Corvus brachyrhynchos,,Montgomery,New York,36057,Northeast,Middle Atlantic,,,PRJNA262930
KX547208,2-Jul-07,mosquito,Culex ,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547424,10-Jul-07,bird,Corvus brachyrhynchos,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547233,19-Jul-07,bird,Quiscalus quiscula,,Richmond,New York,36085,Northeast,Middle Atlantic,,,PRJNA262930
KX547496,25-Jul-07,bird,Corvus brachyrhynchos,,Niagara,New York,36063,Northeast,Middle Atlantic,,,PRJNA262930
KX547226,25-Jul-07,mosquito,Culex ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547326,1-Aug-07,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547297,6-Aug-07,bird,Corvus brachyrhynchos,,Orleans,New York,36073,Northeast,Middle Atlantic,,,PRJNA262930
KX547357,7-Aug-07,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547231,7-Aug-07,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547447,8-Aug-07,bird,Corvus brachyrhynchos,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547426,8-Aug-07,mosquito,Culex ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547392,8-Aug-07,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547470,9-Aug-07,bird,Corvus brachyrhynchos,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547290,13-Aug-07,bird,Corvus brachyrhynchos,,Schenectady,New York,36093,Northeast,Middle Atlantic,,,PRJNA262930
KX547452,14-Aug-07,bird,Corvus brachyrhynchos,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547539,22-Aug-07,bird,Corvus brachyrhynchos,,Tompkins,New York,36109,Northeast,Middle Atlantic,,,PRJNA262930
KX547516,22-Aug-07,bird,Corvus brachyrhynchos,,Tompkins,New York,36109,Northeast,Middle Atlantic,,,PRJNA262930
KX547595,23-Aug-07,bird,Corvus brachyrhynchos,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547500,23-Aug-07,bird,Corvus brachyrhynchos,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547419,23-Aug-07,bird,Corvus brachyrhynchos,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547589,24-Aug-07,bird,Cyanocitta cristata,,Queens,New York,36081,Northeast,Middle Atlantic,,,PRJNA262930
KX547528,24-Aug-07,bird,Cyanocitta cristata,,Queens,New York,36081,Northeast,Middle Atlantic,,,PRJNA262930
KX547382,24-Aug-07,bird,Cyanocitta cristata,,Richmond,New York,36085,Northeast,Middle Atlantic,,,PRJNA262930
KX547329,24-Aug-07,bird,Cyanocitta cristata,,Richmond,New York,36085,Northeast,Middle Atlantic,,,PRJNA262930
KX547219,30-Aug-07,mosquito,Culex ,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547491,4-Sep-07,bird,Corvus brachyrhynchos,,Queens,New York,36081,Northeast,Middle Atlantic,,,PRJNA262930
KX547543,5-Sep-07,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547535,6-Sep-07,bird,Cyanocitta cristata,,Schenectady,New York,36093,Northeast,Middle Atlantic,,,PRJNA262930
KX547399,6-Sep-07,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547339,11-Sep-07,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547510,14-Sep-07,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547195,19-Sep-07,bird,Corvus brachyrhynchos,,Bronx,New York,36005,Northeast,Middle Atlantic,,,PRJNA262930
KX547616,20-Sep-07,bird,Corvus brachyrhynchos,,Kings,New York,36047,Northeast,Middle Atlantic,,,PRJNA262930
KX547371,20-Sep-07,bird,Corvus brachyrhynchos,,Jefferson,New York,36045,Northeast,Middle Atlantic,,,PRJNA262930
KX547257,24-Sep-07,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547545,28-Sep-07,bird,Corvus brachyrhynchos,,Monroe,New York,36055,Northeast,Middle Atlantic,,,PRJNA262930
KX547186,8-Jul-08,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547175,10-Jul-08,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547183,22-Jul-08,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547453,29-Jul-08,bird,Turdus migratorius,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547365,30-Jul-08,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547606,1-Aug-08,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547335,5-Aug-08,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547476,7-Aug-08,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547191,7-Aug-08,mosquito,Culex ,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547580,13-Aug-08,bird,Corvus brachyrhynchos,,Niagara,New York,36063,Northeast,Middle Atlantic,,,PRJNA262930
KX547352,14-Aug-08,mosquito,Culex ,,Orange,New York,36071,Northeast,Middle Atlantic,,,PRJNA262930
KX547309,14-Aug-08,bird,Corvus brachyrhynchos,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547284,15-Aug-08,mosquito,Culex ,,Niagara,New York,36063,Northeast,Middle Atlantic,,,PRJNA262930
KX547404,18-Aug-08,bird,Corvus brachyrhynchos,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547440,19-Aug-08,bird,Corvus brachyrhynchos,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547187,28-Aug-08,bird,Corvus brachyrhynchos,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547240,3-Sep-08,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547558,4-Sep-08,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547436,8-Sep-08,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547401,16-Sep-08,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547504,19-Sep-08,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547522,10-Aug-09,bird,Corvus ossifragus,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547372,13-Aug-09,bird,Corvus brachyrhynchos,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547348,14-Aug-09,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547300,17-Aug-09,bird,Corvus brachyrhynchos,,Ulster,New York,36111,Northeast,Middle Atlantic,,,PRJNA262930
KX547430,18-Aug-09,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547608,25-Aug-09,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547463,25-Aug-09,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547544,26-Aug-09,bird,Accipiter striatus,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547611,27-Aug-09,bird,Corvus brachyrhynchos,,Columbia,New York,36021,Northeast,Middle Atlantic,,,PRJNA262930
KX547407,27-Aug-09,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547541,28-Aug-09,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547368,28-Aug-09,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547518,31-Aug-09,bird,Corvus brachyrhynchos,,Columbia,New York,36021,Northeast,Middle Atlantic,,,PRJNA262930
KX547265,31-Aug-09,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547561,1-Sep-09,bird,Corvus brachyrhynchos,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547585,2-Sep-09,bird,Corvus brachyrhynchos,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547515,2-Sep-09,bird,Corvus brachyrhynchos,,Schenectady,New York,36093,Northeast,Middle Atlantic,,,PRJNA262930
KX547306,2-Sep-09,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547172,2-Sep-09,bird,Corvus ossifragus,,Greene,New York,36039,Northeast,Middle Atlantic,,,PRJNA262930
KX547598,3-Sep-09,bird,Corvus brachyrhynchos,,Dutchess,New York,36027,Northeast,Middle Atlantic,,,PRJNA262930
KX547517,4-Sep-09,bird,Corvus brachyrhynchos,,Ulster,New York,36111,Northeast,Middle Atlantic,,,PRJNA262930
KX547319,7-Sep-09,bird,Corvus brachyrhynchos,,Rensselaer,New York,36083,Northeast,Middle Atlantic,,,PRJNA262930
KX547498,9-Sep-09,bird,Corvus brachyrhynchos,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547425,9-Sep-09,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547214,10-Sep-09,bird,Corvus brachyrhynchos,,Chautauqua,New York,36013,Northeast,Middle Atlantic,,,PRJNA262930
KX547434,11-Sep-09,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547464,16-Sep-09,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547292,16-Sep-09,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547557,22-Sep-09,bird,Cyanocitta cristata,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547406,25-Sep-09,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547373,30-Sep-09,bird,Corvus brachyrhynchos,,Niagara,New York,36063,Northeast,Middle Atlantic,,,PRJNA262930
KX547582,2-Jul-10,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547572,6-Jul-10,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547279,8-Jul-10,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547562,27-Jul-10,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547242,3-Aug-10,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547601,9-Aug-10,mosquito,Aedes ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547361,12-Aug-10,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547568,20-Aug-10,bird,Corvus brachyrhynchos,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547391,25-Aug-10,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547388,26-Aug-10,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547442,31-Aug-10,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547494,12-Sep-10,bird,Corvus brachyrhynchos,,Schenectady,New York,36093,Northeast,Middle Atlantic,,,PRJNA262930
KX547600,13-Sep-10,bird,Corvus brachyrhynchos,,Rensselaer,New York,36083,Northeast,Middle Atlantic,,,PRJNA262930
KX547552,16-Sep-10,bird,Cyanocitta cristata,,Kings,New York,36047,Northeast,Middle Atlantic,,,PRJNA262930
KX547376,16-Sep-10,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547225,17-Sep-10,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547294,30-Sep-10,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547449,6-Jul-11,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547276,18-Jul-11,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547495,21-Jul-11,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547417,22-Jul-11,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547457,27-Jul-11,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547171,3-Aug-11,mosquito,Culiseta ,,Oneida,New York,36065,Northeast,Middle Atlantic,,,PRJNA262930
KX547416,4-Aug-11,mosquito,Coquillettidia ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547438,10-Aug-11,mosquito,Culex ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547507,11-Aug-11,mosquito,Coquillettidia ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547220,18-Aug-11,mosquito,Coquillettidia ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547529,24-Aug-11,mosquito,Culex ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547295,24-Aug-11,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547293,24-Aug-11,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547192,24-Aug-11,mosquito,Culiseta ,,Oneida,New York,36065,Northeast,Middle Atlantic,,,PRJNA262930
KX547369,25-Aug-11,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547412,30-Aug-11,mosquito,Aedes ,,Madison,New York,36053,Northeast,Middle Atlantic,,,PRJNA262930
KX547227,1-Sep-11,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547375,8-Sep-11,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547255,13-Sep-11,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547488,15-Sep-11,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547236,15-Sep-11,mosquito,Aedes ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547216,16-Sep-11,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547325,20-Sep-11,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547537,27-Sep-11,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547576,7-Oct-11,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547334,18-Jun-12,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547575,20-Jun-12,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KY216149,20-Jun-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547234,3-Jul-12,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547222,6-Jul-12,mosquito,Aedes ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547177,6-Jul-12,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547574,10-Jul-12,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547380,11-Jul-12,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KY216150,11-Jul-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547555,17-Jul-12,mosquito,Culex ,,Orange,New York,36071,Northeast,Middle Atlantic,,,PRJNA262930
KY216152,17-Jul-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KY216151,17-Jul-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547579,20-Jul-12,mosquito,Aedes ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547201,20-Jul-12,mosquito,Aedes ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KY216154,25-Jul-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KY216153,25-Jul-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547410,30-Jul-12,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547456,31-Jul-12,mosquito,Culex ,,Chautauqua,New York,36013,Northeast,Middle Atlantic,,,PRJNA262930
KY216155,31-Jul-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547497,1-Aug-12,mosquito,Culex ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KY229068,1-Aug-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547356,7-Aug-12,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KY229071,7-Aug-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KY229069,7-Aug-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547343,8-Aug-12,mosquito,Aedes ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KY229070,9-Aug-12,mosquito,Culex pipiens,Islip,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547291,14-Aug-12,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KY229072,14-Aug-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547418,16-Aug-12,mosquito,Aedes ,,St. Lawrence,New York,36089,Northeast,Middle Atlantic,,,PRJNA262930
KX547340,16-Aug-12,mosquito,Culex ,,Orange,New York,36071,Northeast,Middle Atlantic,,,PRJNA262930
KX547200,16-Aug-12,mosquito,Culex ,,Orange,New York,36071,Northeast,Middle Atlantic,,,PRJNA262930
KX547443,17-Aug-12,mosquito,Aedes ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547612,21-Aug-12,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KY229074,21-Aug-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KY229073,21-Aug-12,mosquito,Culex pipiens,Huntington,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PMID28411164
KX547547,23-Aug-12,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547315,24-Aug-12,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547198,28-Aug-12,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547283,30-Aug-12,mosquito,Aedes ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547556,6-Sep-12,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547185,6-Sep-12,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547389,7-Sep-12,mosquito,Culiseta ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547280,10-Sep-12,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547559,11-Sep-12,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547520,11-Sep-12,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547278,17-Sep-12,bird,Corvus brachyrhynchos,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547540,27-Sep-12,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547168,27-Sep-12,bird,Carpodacus mexicanus,,Albany,New York,36001,Northeast,Middle Atlantic,,,PRJNA262930
KX547337,28-Sep-12,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547328,3-Jul-13,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547190,12-Jul-13,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547174,16-Jul-13,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547473,17-Jul-13,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547254,17-Jul-13,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
KX547344,24-Jul-13,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547594,31-Jul-13,mosquito,Aedes ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547465,31-Jul-13,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547323,31-Jul-13,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547460,6-Aug-13,mosquito,Aedes ,,Madison,New York,36053,Northeast,Middle Atlantic,,,PRJNA262930
KX547482,7-Aug-13,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547324,14-Aug-13,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547524,21-Aug-13,mosquito,Culex ,,Westchester,New York,36119,Northeast,Middle Atlantic,,,PRJNA262930
KX547269,23-Aug-13,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547604,28-Aug-13,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547184,28-Aug-13,mosquito,Culex ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547167,4-Sep-13,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547274,5-Sep-13,mosquito,Culiseta ,,Madison,New York,36053,Northeast,Middle Atlantic,,,PRJNA262930
KX547514,12-Sep-13,mosquito,Culiseta ,,Oswego,New York,36075,Northeast,Middle Atlantic,,,PRJNA262930
KX547467,12-Sep-13,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547196,17-Sep-13,mosquito,Culex ,,Nassau,New York,36059,Northeast,Middle Atlantic,,,PRJNA262930
KX547330,18-Sep-13,mosquito,Culex ,,Erie,New York,36029,Northeast,Middle Atlantic,,,PRJNA262930
KX547358,20-Sep-13,mosquito,Culex ,,Rockland,New York,36087,Northeast,Middle Atlantic,,,PRJNA262930
KX547565,24-Sep-13,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547551,3-Oct-13,mosquito,Culiseta ,,Onondaga,New York,36067,Northeast,Middle Atlantic,,,PRJNA262930
KX547333,9-Oct-13,mosquito,Culex ,,Suffolk,New York,36103,Northeast,Middle Atlantic,,,PRJNA262930
